NEIGHBORHO,VEH_CAPITA,ZERO_VEH_H,COM_DA,COM_CARPOO,COM_TRANSI,MTA_EQUITYSTRATEGY_NHOODS_AREA,shape
Ocean View-Ingleside,0.00,0,0,0,0,,"MULTIPOLYGON (((-122.45310500009786 37.72326999945526, -122.45298780179861 37.723256301499134, -122.45252385574368 37.72316693655139, -122.45223932520382 37.72311213115211, -122.45167840348167 37.72273839197107, -122.45009648029855 37.72211723572942, -122.44829512002651 37.72140987693513, -122.44868279133266 37.71784045652612, -122.44892410410873 37.71753096436896, -122.44950151163299 37.717211182761474, -122.44953517766895 37.717192538296736, -122.45039870178353 37.716180030412254, -122.45180724834856 37.714528394524756, -122.4525430550583 37.71369541258877, -122.45356142872409 37.71313133483768, -122.45444209012702 37.71256953385378, -122.45469418682444 37.712330767751595, -122.45560161562305 37.711471304352905, -122.45585337715175 37.71123284657757, -122.45625994548989 37.71085798626644, -122.4588549099639 37.70846528031815, -122.45910890476728 37.70823107057431, -122.45989400081777 37.708232000175684, -122.46127499996624 37.70823200053926, -122.46138300073972 37.70823200097388, -122.46205299904804 37.708232000159, -122.46228199901816 37.708231999952744, -122.46260100019975 37.70823200052924, -122.46274000009235 37.70823200000782, -122.46278300080988 37.70823200075957, -122.46404299999918 37.70823999947292, -122.4640829996582 37.70823200041363, -122.46444999929278 37.70823200105663, -122.46448300000141 37.708232000611574, -122.464669999878 37.70821100025712, -122.4648116208274 37.708212603393214, -122.4669623013321 37.70820732855689, -122.46697899961421 37.70821000022634, -122.4671830000447 37.70823200024074, -122.4678829995085 37.70823200066357, -122.46844999931174 37.708232000698594, -122.46860699989914 37.70823200035329, -122.46888299922695 37.70823199972181, -122.46891499970813 37.7082320008994, -122.46893899950169 37.70823200065077, -122.46905699914858 37.70823200055851, -122.46923600020821 37.70823200032264, -122.47088299979404 37.70823200032478, -122.47100100054823 37.708252000675856, -122.471050939328 37.70825988605157, -122.47105268831247 37.71037755911887, -122.4711809984692 37.712618905254814, -122.47123585589583 37.71280324139446, -122.47163470993628 37.71414345479058, -122.47238851728261 37.71659320506531, -122.47251735556247 37.717109353309915, -122.47261975044907 37.71751956269479, -122.47257625323027 37.717878265609, -122.46263962514338 37.71793603570048, -122.46263854335817 37.71821114952123, -122.46224493638643 37.718219524997586, -122.46226499909032 37.72174799914051, -122.4622649998044 37.72182800040452, -122.46227099944285 37.72302099918727, -122.46227400028584 37.7236370007887, -122.46227600030447 37.7242710001163, -122.46227900117812 37.7248660009843, -122.46226399911691 37.725211000204624, -122.46221325747307 37.725275013653665, -122.46152121645947 37.725037270809196, -122.45921299966705 37.72452336760948, -122.45694763039396 37.724018953373175, -122.45411582436614 37.723473570513896, -122.45310500009786 37.72326999945526)))"
